0,73,131,106,75,,0
1,71,125,106,79,,0
1,72,120,100,72,,0
1,73,120,98,69,,0
1,74,125,103,73,,0
1,75,120,97,69,,0
1,76,119,95,70,,0
1,77,130,106,82,,0
1,78,127,103,79,,0
1,79,117,93,70,,0
2,59,92,68,45,,0
2,60,80,56,35,,0
2,61,84,60,40,,0
2,62,92,69,48,,0
2,63,113,90,68,,0
2,64,125,103,79,,0
2,65,135,113,87,,0
2,66,126,109,81,,0
2,67,134,120,93,,0
2,68,125,112,85,,0
2,69,123,107,82,,0
2,70,131,115,90,,0
2,71,129,111,87,,0
2,72,121,102,79,,0
2,73,110,90,67,,0
2,74,124,103,81,,0
2,75,123,101,80,,0
2,76,118,96,73,,0
2,77,126,104,80,,0
2,78,132,109,85,,0
2,79,134,112,89,,0
2,80,116,95,73,,0
2,81,102,84,65,,0
2,82,83,69,53,,0
2,83,55,46,34,,0
2,84,40,33,22,,0
2,85,45,37,25,,0
3,57,88,62,34,,0
3,58,91,63,39,,0
3,59,83,56,33,,0
3,60,76,50,28,,0
3,61,87,63,41,,0
3,62,99,77,54,,0
3,63,119,99,74,,0
3,64,121,102,75,,0
3,65,127,110,80,,0
3,66,128,115,84,,0
3,67,138,130,101,,0
3,68,138,128,101,,0
3,69,147,136,110,,0
3,70,152,141,116,,1
3,71,147,133,112,,0
3,72,136,120,101,,0
3,73,120,103,85,,0
3,74,142,123,108,,0
3,75,140,121,105,,0
3,76,135,114,93,,0
3,77,129,108,84,,0
3,78,128,106,83,,0
3,79,122,101,77,,0
3,80,116,98,74,,0
3,81,113,96,75,,0
3,82,112,98,82,,0
3,83,80,71,59,,0
3,84,58,51,39,,0
3,85,65,56,44,,0
3,86,75,61,48,,0
4,48,91,69,44,,0
4,49,87,65,39,,0
4,50,96,73,49,,0
4,51,97,75,51,,0
4,52,99,77,53,,0
4,53,96,74,51,,0
4,54,90,67,45,,0
4,55,84,61,39,,0
4,56,71,46,25,,0
4,57,76,50,25,,0
4,58,83,55,31,,0
4,59,83,55,31,,0
4,60,94,68,42,,0
4,61,103,79,52,,0
4,62,108,85,58,,0
4,63,132,112,85,,0
4,64,133,116,88,,0
4,65,144,130,100,,0
4,66,150,140,111,,1
4,67,158,152,124,,1
4,68,163,156,130,,1
4,69,169,162,139,,1
4,70,168,159,139,,1
4,71,170,160,142,,1
4,72,149,139,123,,1
4,73,114,103,89,,0
4,74,148,137,125,,1
4,75,161,148,135,,1
4,76,141,125,107,,0
4,77,128,112,91,,0
4,78,125,109,88,,0
4,79,113,97,77,,0
4,80,113,98,77,,0
4,81,108,94,74,,0
4,82,103,92,74,,0
4,83,79,67,52,,0
4,84,67,57,43,,0
4,85,85,75,58,,0
4,86,86,73,56,,0
4,87,100,86,69,,0
4,88,111,94,76,,0
5,46,82,64,51,,0
5,47,89,69,49,,0
5,48,91,70,41,,0
5,49,96,75,47,,0
5,50,113,92,66,,0
5,51,104,83,59,,0
5,52,93,71,49,,0
5,53,82,60,40,,0
5,54,70,48,31,,0
5,55,65,42,28,,0
5,56,63,40,25,,0
5,57,82,56,35,,0
5,58,93,65,42,,0
5,59,106,78,53,,0
5,60,121,93,65,,0
5,61,126,100,70,,0
5,62,122,98,66,,0
5,63,142,123,92,,0
5,64,145,130,101,,0
5,65,155,142,114,,1
5,66,159,150,123,,1
5,67,163,156,131,,1
5,68,170,163,140,,1
5,69,174,167,147,,1
5,70,175,169,151,,1
5,71,173,167,150,,1
5,72,157,152,139,,1
5,73,132,128,116,,0
5,74,155,151,140,,1
5,75,159,152,143,,1
5,76,152,142,126,,1
5,77,149,138,120,,1
5,78,150,139,121,,1
5,79,136,125,108,,0
5,80,136,125,107,,0
5,81,143,132,114,,0
5,82,129,119,101,,0
5,83,108,97,80,,0
5,84,93,83,65,,0
5,85,123,112,93,,0
5,86,123,111,90,,0
5,87,120,108,86,,0
5,88,120,107,84,,0
5,89,118,105,81,,0
5,90,123,109,84,,0
6,45,56,38,24,,0
6,46,65,47,32,,0
6,47,76,57,37,,0
6,48,88,68,43,,0
6,49,86,67,42,,0
6,50,85,66,41,,0
6,51,72,52,29,,0
6,52,71,51,30,,0
6,53,69,48,28,,0
6,54,67,46,28,,0
6,55,66,45,29,,0
6,56,71,49,34,,0
6,57,91,66,46,,0
6,58,106,81,58,,0
6,59,123,97,72,,0
6,60,127,101,73,,0
6,61,136,110,81,,0
6,62,125,103,72,,0
6,63,144,125,97,,0
6,64,154,140,112,,1
6,65,159,148,120,,1
6,66,166,159,133,,1
6,67,171,165,141,,1
6,68,177,171,150,,1
6,69,179,173,153,,1
6,70,177,172,154,,1
6,71,175,171,155,,1
6,72,170,166,153,,1
6,73,164,160,148,,1
6,74,167,165,153,,1
6,75,165,162,152,,1
6,76,167,159,144,,1
6,77,167,159,142,,1
6,78,162,154,137,,1
6,79,150,143,125,,1
6,80,154,146,129,,1
6,81,161,153,136,,1
6,82,146,139,121,,1
6,83,130,123,105,,0
6,84,122,114,97,,0
6,85,148,139,120,,1
6,86,152,142,121,,1
6,87,144,133,111,,0
6,88,135,123,101,,0
6,89,135,123,99,,0
6,90,139,126,103,,0
6,91,143,129,104,,0
6,92,137,123,97,,0
7,40,83,64,49,,0
7,41,70,51,35,,0
7,42,65,46,30,,0
7,43,67,48,33,,0
7,44,73,54,39,,0
7,45,71,52,37,,0
7,46,66,47,32,,0
7,47,71,52,34,,0
7,48,78,61,41,,0
7,49,73,55,35,,0
7,50,74,57,37,,0
7,51,83,66,46,,0
7,52,82,64,44,,0
7,53,75,57,37,,0
7,54,77,59,40,,0
7,55,75,57,40,,0
7,56,84,65,48,,0
7,57,107,86,65,,0
7,58,125,102,80,,0
7,59,136,113,89,,0
7,60,113,89,62,,0
7,61,119,96,68,,0
7,62,124,102,74,,0
7,63,147,130,102,,0
7,64,159,145,119,,1
7,65,162,152,126,,1
7,66,170,163,139,,1
7,67,176,171,150,,1
7,68,180,175,155,,1
7,69,181,176,157,,1
7,70,180,175,159,,1
7,71,178,175,160,,1
7,72,176,174,160,,1
7,73,176,174,161,,1
7,74,172,171,159,,1
7,75,171,170,158,,1
7,76,162,159,144,,1
7,77,168,164,149,,1
7,78,166,162,148,,1
7,79,161,157,142,,1
7,80,166,162,148,,1
7,81,173,169,154,,1
7,82,162,158,144,,1
7,83,154,150,135,,1
7,84,145,140,126,,1
7,85,160,153,136,,1
7,86,164,156,138,,1
7,87,159,151,131,,1
7,88,153,144,124,,1
7,89,155,145,124,,1
7,90,154,143,121,,1
7,91,151,139,116,,1
7,92,150,138,114,,1
7,93,155,142,118,,1
7,94,156,142,120,,1
7,95,154,139,123,,1
7,96,147,131,116,,0
7,97,153,138,123,,1
8,35,62,45,32,,0
8,36,64,48,34,,0
8,37,65,48,34,,0
8,38,71,52,34,,0
8,39,77,57,37,,0
8,40,86,66,46,,0
8,41,85,64,47,,0
8,42,87,69,51,,0
8,43,92,74,56,,0
8,44,98,80,62,,0
8,45,96,79,61,,0
8,46,95,78,60,,0
8,47,101,84,69,,0
8,48,92,76,60,,0
8,49,85,69,53,,0
8,50,99,83,67,,0
8,51,99,84,67,,0
8,52,101,85,68,,0
8,53,90,74,56,,0
8,54,81,65,47,,0
8,55,78,62,44,,0
8,56,96,80,61,,0
8,57,125,107,89,,0
8,58,137,119,97,,0
8,59,142,123,100,,0
8,60,105,84,60,,0
8,61,115,95,70,,0
8,62,125,107,81,,0
8,63,146,130,105,,0
8,64,151,140,115,,1
8,65,166,157,134,,1
8,66,175,168,148,,1
8,67,176,173,154,,1
8,68,177,174,156,,1
8,69,179,177,159,,1
8,70,182,180,163,,1
8,71,179,178,161,,1
8,72,178,179,164,,1
8,73,174,175,161,,1
8,74,175,176,163,,1
8,75,169,170,158,,1
8,76,163,163,151,,1
8,77,169,168,155,,1
8,78,169,167,155,,1
8,79,168,167,155,,1
8,80,167,166,154,,1
8,81,166,164,152,,1
8,82,164,162,150,,1
8,83,161,160,148,,1
8,84,149,148,135,,1
8,85,160,157,142,,1
8,86,173,167,149,,1
8,87,170,164,145,,1
8,88,167,161,141,,1
8,89,165,158,139,,1
8,90,164,156,137,,1
8,91,163,155,135,,1
8,92,165,155,134,,1
8,93,166,156,135,,1
8,94,171,160,139,,1
8,95,173,162,144,,1
8,96,168,156,140,,1
8,97,165,153,137,,1
8,98,163,152,135,,1
8,99,153,140,124,,1
8,100,122,109,93,,0
8,101,101,87,72,,0
8,102,90,75,59,,0
9,33,72,51,38,,0
9,34,67,46,32,,0
9,35,70,50,35,,0
9,36,71,52,37,,0
9,37,69,51,34,,0
9,38,77,56,35,,0
9,39,81,60,37,,0
9,40,90,70,47,,0
9,41,97,78,57,,0
9,42,101,83,63,,0
9,43,116,98,78,,0
9,44,121,104,85,,0
9,45,110,95,76,,0
9,46,107,91,74,,0
9,47,116,101,87,,0
9,48,108,94,82,,0
9,49,112,99,87,,0
9,50,129,116,103,,0
9,51,115,102,88,,0
9,52,116,103,88,,0
9,53,101,89,73,,0
9,54,74,61,45,,0
9,55,72,59,42,,0
9,56,103,90,73,,0
9,57,126,113,95,,0
9,58,133,118,99,,0
9,59,128,111,91,,0
9,60,106,89,65,,0
9,61,118,102,77,,0
9,62,124,108,83,,0
9,63,133,119,96,,0
9,64,142,132,110,,0
9,65,165,157,137,,1
9,66,178,174,155,,1
9,67,178,176,158,,1
9,68,180,178,162,,1
9,69,182,181,165,,1
9,70,183,184,167,,1
9,71,179,180,166,,1
9,72,180,181,167,,1
9,73,177,180,166,,1
9,74,178,181,167,,1
9,75,176,179,165,,1
9,76,177,179,166,,1
9,77,177,178,165,,1
9,78,168,169,157,,1
9,79,168,169,157,,1
9,80,171,173,160,,1
9,81,165,167,154,,1
9,82,167,168,156,,1
9,83,170,172,159,,1
9,84,165,166,153,,1
9,85,166,165,151,,1
9,86,171,168,152,,1
9,87,171,168,152,,1
9,88,173,168,152,,1
9,89,173,167,150,,1
9,90,170,164,145,,1
9,91,171,165,146,,1
9,92,174,167,147,,1
9,93,176,169,149,,1
9,94,179,172,152,,1
9,95,182,175,157,,1
9,96,179,171,153,,1
9,97,175,167,149,,1
9,98,172,164,147,,1
9,99,168,158,141,,1
9,100,154,143,126,,1
9,101,133,120,104,,0
9,102,120,107,91,,0
9,103,99,86,70,,0
9,104,74,65,56,,0
10,31,82,61,48,,0
10,32,80,57,44,,0
10,33,70,47,33,,0
10,34,67,45,29,,0
10,35,77,56,39,,0
10,36,78,59,41,,0
10,37,77,60,40,,0
10,38,91,71,47,,0
10,39,94,73,49,,0
10,40,103,83,59,,0
10,41,115,97,74,,0
10,42,121,105,82,,0
10,43,127,112,92,,0
10,44,125,112,94,,0
10,45,121,109,91,,0
10,46,131,118,102,,0
10,47,148,138,122,,1
10,48,145,135,123,,0
10,49,154,144,132,,1
10,50,150,140,128,,1
10,51,127,118,104,,0
10,52,108,98,85,,0
10,53,83,74,60,,0
10,54,64,55,41,,0
10,55,64,55,42,,0
10,56,87,78,63,,0
10,57,100,92,75,,0
10,58,124,114,96,,0
10,59,133,121,101,,0
10,60,136,123,100,,0
10,61,127,113,89,,0
10,62,123,109,87,,0
10,63,120,109,87,,0
10,64,138,130,110,,0
10,65,164,157,138,,1
10,66,177,174,157,,1
10,67,180,179,164,,1
10,68,183,183,168,,1
10,69,185,186,171,,1
10,70,185,186,171,,1
10,71,183,186,171,,1
10,72,184,187,173,,1
10,73,182,187,172,,1
10,74,180,186,170,,1
10,75,183,188,172,,1
10,76,184,186,173,,1
10,77,183,185,172,,1
10,78,181,183,170,,1
10,79,179,181,168,,1
10,80,173,175,162,,1
10,81,169,171,158,,1
10,82,173,175,162,,1
10,83,175,177,164,,1
10,84,173,175,162,,1
10,85,172,173,160,,1
10,86,173,172,159,,1
10,87,173,172,158,,1
10,88,174,172,158,,1
10,89,175,172,157,,1
10,90,174,172,156,,1
10,91,176,172,155,,1
10,92,176,172,154,,1
10,93,180,175,157,,1
10,94,182,177,159,,1
10,95,186,184,164,,1
10,96,184,181,162,,1
10,97,183,179,160,,1
10,98,180,176,157,,1
10,99,176,170,151,,1
10,100,167,159,141,,1
10,101,156,146,129,,1
10,102,151,139,123,,1
10,103,136,124,108,,0
10,104,112,103,93,,0
10,105,78,73,68,,0
11,30,62,43,29,,0
11,31,67,45,32,,0
11,32,65,42,28,,0
11,33,73,50,35,,0
11,34,83,61,45,,0
11,35,88,68,51,,0
11,36,90,73,53,,0
11,37,98,83,61,,0
11,38,110,91,67,,0
11,39,115,96,71,,0
11,40,122,105,80,,0
11,41,126,110,87,,0
11,42,126,112,91,,0
11,43,135,123,104,,0
11,44,145,136,118,,0
11,45,152,144,127,,1
11,46,154,147,130,,1
11,47,164,158,142,,1
11,48,168,161,147,,1
11,49,174,167,153,,1
11,50,159,152,139,,1
11,51,142,134,122,,0
11,52,104,97,85,,0
11,53,91,84,73,,0
11,54,87,79,69,,0
11,55,72,64,55,,0
11,56,90,83,73,,0
11,57,113,108,94,,0
11,58,142,135,118,,0
11,59,141,132,114,,0
11,60,160,150,130,,1
11,61,149,137,116,,1
11,62,131,120,99,,0
11,63,135,124,106,,0
11,64,151,144,126,,1
11,65,173,167,150,,1
11,66,182,179,165,,1
11,67,182,182,168,,1
11,68,184,186,172,,1
11,69,187,189,175,,1
11,70,187,189,175,,1
11,71,185,189,174,,1
11,72,185,191,176,,1
11,73,184,191,175,,1
11,74,182,190,173,,1
11,75,184,192,175,,1
11,76,188,192,177,,1
11,77,188,190,176,,1
11,78,186,188,175,,1
11,79,185,187,173,,1
11,80,180,182,169,,1
11,81,177,179,166,,1
11,82,181,183,170,,1
11,83,178,180,166,,1
11,84,177,179,166,,1
11,85,177,179,166,,1
11,86,176,178,166,,1
11,87,177,178,166,,1
11,88,177,178,164,,1
11,89,177,178,164,,1
11,90,179,178,165,,1
11,91,177,176,161,,1
11,92,176,174,159,,1
11,93,179,176,161,,1
11,94,183,181,164,,1
11,95,180,182,162,,1
11,96,179,181,160,,1
11,97,181,181,161,,1
11,98,179,178,158,,1
11,99,177,174,155,,1
11,100,177,171,152,,1
11,101,172,164,147,,1
11,102,164,155,138,,1
11,103,157,145,129,,1
11,104,144,133,120,,0
11,105,119,108,98,,0
11,106,92,84,74,,0
12,29,64,46,34,,0
12,30,63,43,30,,0
12,31,66,44,31,,0
12,32,69,45,32,,0
12,33,85,61,48,,0
12,34,96,75,60,,0
12,35,97,79,61,,0
12,36,101,86,67,,0
12,37,111,97,75,,0
12,38,125,109,84,,0
12,39,125,109,84,,0
12,40,131,115,92,,0
12,41,141,128,106,,0
12,42,146,135,115,,0
12,43,155,147,128,,1
12,44,164,157,141,,1
12,45,167,162,146,,1
12,46,165,161,146,,1
12,47,172,168,153,,1
12,48,177,172,156,,1
12,49,178,173,157,,1
12,50,171,166,151,,1
12,51,165,160,148,,1
12,52,147,141,131,,1
12,53,144,137,129,,1
12,54,125,118,111,,0
12,55,102,94,90,,0
12,56,129,123,117,,0
12,57,151,148,135,,1
12,58,138,134,118,,0
12,59,133,127,110,,0
12,60,161,153,134,,1
12,61,162,151,131,,1
12,62,158,147,128,,1
12,63,165,156,139,,1
12,64,170,163,146,,1
12,65,179,173,158,,1
12,66,183,182,169,,1
12,67,182,184,171,,1
12,68,185,188,175,,1
12,69,187,191,177,,1
12,70,187,192,178,,1
12,71,186,191,176,,1
12,72,186,193,177,,1
12,73,185,193,176,,1
12,74,183,192,175,,1
12,75,185,193,177,,1
12,76,189,192,177,,1
12,77,190,191,177,,1
12,78,185,187,173,,1
12,79,185,187,173,,1
12,80,187,188,174,,1
12,81,185,187,173,,1
12,82,185,186,172,,1
12,83,180,182,168,,1
12,84,177,179,165,,1
12,85,177,180,168,,1
12,86,177,181,170,,1
12,87,179,182,171,,1
12,88,180,183,171,,1
12,89,181,183,170,,1
12,90,181,182,170,,1
12,91,179,180,167,,1
12,92,178,178,164,,1
12,93,180,178,165,,1
12,94,181,180,165,,1
12,95,178,182,161,,1
12,96,178,182,160,,1
12,97,181,183,162,,1
12,98,182,183,162,,1
12,99,180,178,158,,1
12,100,179,175,156,,1
12,101,178,172,154,,1
12,102,174,165,148,,1
12,103,172,161,145,,1
12,104,171,156,140,,1
12,105,153,138,122,,1
12,106,122,109,95,,0
12,107,89,81,67,,0
13,29,61,42,29,,0
13,30,63,44,31,,0
13,31,66,45,31,,0
13,32,70,48,34,,0
13,33,88,67,53,,0
13,34,104,85,70,,0
13,35,112,95,79,,0
13,36,119,105,86,,0
13,37,121,108,88,,0
13,38,131,117,94,,0
13,39,140,127,104,,0
13,40,155,143,121,,1
13,41,162,152,131,,1
13,42,161,153,134,,1
13,43,167,161,142,,1
13,44,177,173,158,,1
13,45,177,175,160,,1
13,46,175,173,159,,1
13,47,179,177,161,,1
13,48,181,179,161,,1
13,49,178,176,158,,1
13,50,181,178,163,,1
13,51,173,171,158,,1
13,52,164,161,151,,1
13,53,162,159,150,,1
13,54,153,149,143,,1
13,55,144,140,136,,1
13,56,149,145,140,,1
13,57,150,149,137,,1
13,58,152,150,136,,1
13,59,156,152,135,,1
13,60,141,135,117,,0
13,61,151,144,125,,1
13,62,169,162,143,,1
13,63,170,162,146,,1
13,64,177,172,157,,1
13,65,184,180,167,,1
13,66,186,185,172,,1
13,67,186,188,177,,1
13,68,188,192,180,,1
13,69,191,195,181,,1
13,70,189,195,181,,1
13,71,188,194,179,,1
13,72,189,196,180,,1
13,73,187,196,179,,1
13,74,186,195,178,,1
13,75,188,197,180,,1
13,76,189,193,176,,1
13,77,189,191,174,,1
13,78,191,193,177,,1
13,79,191,192,176,,1
13,80,184,185,169,,1
13,81,187,188,172,,1
13,82,183,184,168,,1
13,83,184,185,169,,1
13,84,182,183,167,,1
13,85,178,180,167,,1
13,86,177,181,171,,1
13,87,180,184,173,,1
