0,60,176,154,119
0,61,183,161,125
0,62,181,160,123
0,63,186,167,130
0,64,193,175,138
0,65,191,173,135
1,52,173,154,118
1,53,170,151,116
1,54,165,146,112
1,55,157,137,103
1,56,165,145,110
1,57,183,163,126
1,58,190,170,131
1,59,181,161,122
1,60,175,156,117
1,61,180,161,123
1,62,184,166,128
1,63,186,170,131
1,64,189,173,134
1,65,181,166,127
1,66,186,172,133
1,67,190,174,134
1,68,175,152,108
1,69,177,153,109
1,70,185,161,119
2,48,150,136,94
2,49,148,135,92
2,50,157,144,103
2,51,168,154,115
2,52,181,165,129
2,53,189,172,136
2,54,177,159,123
2,55,171,153,115
2,56,173,154,114
2,57,174,155,114
2,58,168,150,108
2,59,172,155,113
2,60,181,164,123
2,61,188,173,131
2,62,190,176,136
2,63,196,182,143
2,64,193,180,141
2,65,189,177,138
2,66,190,179,141
2,67,177,165,125
2,68,184,167,119
2,69,194,174,127
2,70,203,182,137
2,71,207,186,144
2,72,204,183,142
2,73,204,184,146
2,74,200,180,146
2,75,205,185,152
2,76,192,171,140
3,46,154,140,100
3,47,156,142,103
3,48,163,152,110
3,49,175,165,122
3,50,176,165,124
3,51,173,161,124
3,52,182,167,134
3,53,185,170,137
3,54,181,165,130
3,55,176,159,121
3,56,175,158,116
3,57,169,150,107
3,58,170,154,111
3,59,179,166,122
3,60,188,175,131
3,61,194,182,141
3,62,199,187,147
3,63,195,183,145
3,64,192,182,145
3,65,194,183,147
3,66,199,190,154
3,67,196,186,148
3,68,197,185,139
3,69,202,188,142
3,70,208,193,150
3,71,206,191,148
3,72,207,192,152
3,73,211,194,157
3,74,214,197,162
3,75,210,193,159
3,76,202,185,152
3,77,200,181,151
4,43,172,158,116
4,44,178,164,124
4,45,179,165,127
4,46,176,164,126
4,47,176,164,127
4,48,180,172,132
4,49,180,174,132
4,50,180,173,134
4,51,182,171,137
4,52,188,175,144
4,53,192,177,147
4,54,190,174,141
4,55,187,170,134
4,56,180,163,121
4,57,167,149,106
4,58,174,160,117
4,59,184,172,130
4,60,188,178,136
4,61,192,183,143
4,62,193,185,147
4,63,195,186,149
4,64,197,189,154
4,65,195,188,154
4,66,196,189,156
4,67,197,190,157
4,68,198,191,151
4,69,196,189,148
4,70,199,190,151
4,71,199,189,151
4,72,201,191,153
4,73,204,192,156
4,74,209,197,161
4,75,211,198,163
4,76,210,196,162
4,77,209,194,163
4,78,203,186,160
4,79,196,177,150
4,80,156,136,108
4,81,126,105,77
4,82,176,155,128
4,83,169,149,123
4,84,139,122,98
5,41,189,174,130
5,42,190,175,134
5,43,184,170,131
5,44,187,174,137
5,45,188,175,140
5,46,191,179,146
5,47,188,177,143
5,48,189,181,143
5,49,187,183,142
5,50,191,186,149
5,51,196,189,158
5,52,202,190,163
5,53,205,191,164
5,54,201,186,156
5,55,202,185,151
5,56,193,175,134
5,57,180,165,120
5,58,181,170,127
5,59,190,181,140
