R,G,B,,Class
225,205,178,,0
230,212,187,,0
230,214,193,,0
231,218,199,,0
234,224,205,,1
236,227,209,,1
237,230,212,,1
236,229,211,,1
233,227,210,,1
236,230,214,,1
237,231,217,,1
236,233,218,,1
236,233,218,,1
236,233,217,,1
236,233,215,,1
237,233,214,,1
238,233,214,,1
239,234,214,,1
238,232,211,,1
240,233,211,,1
239,232,210,,1
238,230,208,,1
235,229,205,,1
234,228,205,,1
237,231,208,,1
239,234,212,,1
241,237,215,,1
239,237,216,,1
238,237,216,,1
238,237,217,,1
239,238,218,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
237,234,217,,1
238,235,218,,1
239,236,219,,1
238,235,218,,1
237,234,217,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
239,236,219,,1
238,235,218,,1
237,234,217,,1
239,234,215,,1
240,233,212,,1
240,233,212,,1
241,235,214,,1
240,235,213,,1
239,234,213,,1
240,234,213,,1
240,234,213,,1
240,234,213,,1
240,233,215,,1
240,233,220,,1
240,233,220,,1
240,233,218,,1
240,234,218,,1
239,234,215,,1
239,233,214,,1
238,233,214,,1
239,233,214,,1
239,234,214,,1
241,235,210,,1
239,233,208,,1
237,231,206,,1
236,229,205,,1
235,229,204,,1
238,230,205,,1
239,232,207,,1
240,233,208,,1
240,232,211,,1
236,228,216,,1
238,230,213,,1
238,227,202,,1
242,228,200,,1
183,170,143,,0
109,94,76,,0
66,52,47,,0
225,208,193,,0
228,218,197,,0
229,221,198,,0
227,215,191,,0
229,214,188,,0
235,219,192,,0
232,214,186,,0
234,215,185,,0
232,213,183,,0
231,214,185,,0
228,212,186,,0
229,215,189,,0
232,220,198,,0
235,224,204,,1
238,228,207,,1
236,227,208,,1
231,224,206,,0
234,228,211,,1
236,230,215,,1
236,233,218,,1
235,232,217,,1
235,232,216,,1
235,232,214,,1
236,232,213,,1
237,232,213,,1
237,232,210,,1
238,232,209,,1
237,228,205,,1
238,227,205,,1
235,225,200,,1
230,223,198,,0
233,228,206,,1
237,232,210,,1
239,234,212,,1
239,237,216,,1
240,238,217,,1
239,238,218,,1
239,238,218,,1
239,238,220,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
238,237,219,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,217,,1
240,233,214,,1
240,233,214,,1
240,233,214,,1
239,234,214,,1
239,234,214,,1
240,233,214,,1
240,233,214,,1
240,233,214,,1
240,233,216,,1
241,233,222,,1
241,233,220,,1
241,233,219,,1
241,234,218,,1
240,233,215,,1
238,231,213,,1
238,231,212,,1
239,233,211,,1
241,235,212,,1
241,234,208,,1
239,231,205,,1
237,229,204,,1
236,229,203,,1
240,232,209,,1
241,233,210,,1
241,234,211,,1
239,233,209,,1
238,232,210,,1
242,234,220,,1
237,229,211,,1
242,231,208,,1
200,186,161,,0
114,102,80,,0
202,182,169,,0
217,201,184,,0
228,214,192,,0
236,221,200,,0
232,217,194,,0
234,216,191,,0
236,216,188,,0
236,215,186,,0
236,215,184,,0
230,212,181,,0
229,212,183,,0
228,214,185,,0
232,219,193,,0
232,220,195,,0
233,222,197,,0
233,223,201,,0
231,223,202,,0
234,227,207,,1
236,231,211,,1
236,233,214,,1
235,234,216,,1
236,235,217,,1
236,234,216,,1
236,232,213,,1
236,231,211,,1
235,229,207,,1
239,231,208,,1
239,229,204,,1
240,228,203,,1
233,221,195,,0
231,223,199,,0
234,229,207,,1
238,233,211,,1
236,234,213,,1
238,236,215,,1
238,237,217,,1
238,237,219,,1
236,237,219,,1
236,237,219,,1
237,237,219,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,235,217,,1
237,234,217,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
237,234,217,,1
236,233,216,,1
237,234,217,,1
238,234,217,,1
239,232,214,,1
239,232,214,,1
239,232,214,,1
238,233,214,,1
239,234,215,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
240,233,217,,1
241,233,220,,1
241,234,219,,1
241,234,217,,1
241,234,216,,1
237,230,211,,1
237,231,209,,1
237,231,208,,1
238,232,207,,1
240,233,205,,1
240,229,202,,1
238,227,201,,1
238,228,203,,1
241,231,206,,1
242,234,211,,1
242,234,211,,1
242,235,212,,1
239,233,211,,1
237,231,209,,1
232,227,207,,1
238,229,210,,1
208,195,176,,0
109,93,77,,0
183,159,146,,0
214,194,177,,0
228,211,193,,0
232,214,194,,0
231,212,189,,0
233,212,185,,0
232,211,181,,0
231,210,178,,0
231,212,179,,0
232,216,183,,0
234,220,187,,0
236,222,191,,0
232,218,189,,0
228,215,187,,0
230,219,191,,0
233,225,200,,1
234,228,204,,1
236,231,211,,1
237,235,215,,1
237,236,216,,1
237,236,217,,1
236,234,216,,1
236,232,215,,1
236,231,211,,1
236,230,208,,1
237,227,204,,1
242,230,204,,1
235,221,194,,0
230,215,189,,0
235,227,204,,1
236,232,211,,1
237,235,214,,1
236,234,213,,1
236,235,215,,1
237,236,216,,1
235,236,218,,1
235,236,218,,1
235,237,220,,1
235,236,219,,1
236,235,217,,1
236,235,217,,1
236,235,217,,1
236,235,217,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
236,234,217,,1
235,232,215,,1
236,233,216,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
236,233,216,,1
234,231,214,,1
236,233,216,,1
239,234,217,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
239,234,215,,1
239,234,215,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
240,233,216,,1
241,232,218,,1
241,232,217,,1
241,233,215,,1
241,233,214,,1
239,231,209,,1
239,232,207,,1
239,232,204,,1
238,231,202,,1
238,229,200,,1
241,227,200,,1
241,227,201,,1
241,229,203,,1
242,232,207,,1
238,230,207,,1
239,231,210,,1
240,233,211,,1
238,232,210,,1
237,231,209,,1
241,237,210,,1
218,209,186,,0
110,96,80,,0
181,157,142,,0
207,187,170,,0
226,207,188,,0
226,206,183,,0
223,202,174,,0
222,199,167,,0
224,202,169,,0
232,213,179,,0
231,215,181,,0
232,217,184,,0
232,217,184,,0
232,217,185,,0
232,218,187,,0
231,219,191,,0
229,220,192,,0
231,225,199,,0
233,228,206,,1
234,232,211,,1
235,233,211,,1
234,233,213,,1
234,233,214,,1
235,232,213,,1
237,232,212,,1
239,232,210,,1
239,229,205,,1
238,226,200,,1
236,222,196,,0
234,219,191,,0
238,230,206,,1
236,234,213,,1
238,236,215,,1
236,234,213,,1
235,234,214,,1
235,236,217,,1
235,236,217,,1
234,237,219,,1
234,237,219,,1
236,235,218,,1
236,235,217,,1
236,235,217,,1
236,235,217,,1
236,235,217,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
236,234,216,,1
234,231,214,,1
236,233,216,,1
237,234,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,217,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
238,235,218,,1
239,236,219,,1
235,232,215,,1
234,231,214,,1
236,233,216,,1
240,235,218,,1
240,233,216,,1
240,234,216,,1
240,234,215,,1
239,234,215,,1
239,234,215,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
240,233,215,,1
240,231,216,,1
240,231,214,,1
240,231,213,,1
240,232,211,,1
238,230,206,,1
238,231,203,,1
236,229,199,,1
232,225,193,,0
231,222,191,,0
240,227,200,,1
244,231,204,,1
245,232,206,,1
242,230,206,,1
239,228,206,,1
240,230,209,,1
241,233,213,,1
241,234,215,,1
241,234,211,,1
223,218,189,,0
118,109,86,,0
153,125,113,,0
189,161,147,,0
213,186,166,,0
214,186,161,,0
220,193,160,,0
220,195,155,,0
222,199,159,,0
228,209,171,,0
232,216,182,,0
227,214,182,,0
234,215,182,,0
238,218,184,,0
238,220,187,,0
235,219,186,,0
232,218,188,,0
231,221,192,,0
231,224,197,,0
233,228,203,,1
235,231,205,,1
234,234,208,,1
235,235,208,,1
235,235,206,,1
238,234,207,,1
238,233,207,,1
238,231,205,,1
238,230,204,,1
238,228,203,,1
238,226,204,,1
235,229,207,,1
232,231,210,,1
234,233,212,,1
236,235,214,,1
237,236,215,,1
237,236,215,,1
236,235,215,,1
238,237,217,,1
238,237,217,,1
236,235,216,,1
236,235,217,,1
237,236,218,,1
238,237,219,,1
238,237,219,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,236,218,,1
237,235,218,,1
236,234,219,,1
236,234,219,,1
236,235,217,,1
236,235,217,,1
236,235,215,,1
236,235,215,,1
236,235,215,,1
236,235,215,,1
237,236,218,,1
239,237,224,,1
237,235,222,,1
237,235,222,,1
238,236,223,,1
236,234,221,,1
236,234,221,,1
236,234,221,,1
236,234,221,,1
236,234,219,,1
236,234,219,,1
236,234,219,,1
237,234,218,,1
237,234,217,,1
238,235,218,,1
233,230,211,,1
236,231,212,,1
238,233,214,,1
236,231,213,,1
238,231,215,,1
239,232,214,,1
240,232,213,,1
240,229,208,,1
237,227,202,,1
235,223,197,,0
235,222,193,,0
238,224,195,,1
240,229,199,,1
239,234,204,,1
240,235,205,,1
238,232,204,,1
237,230,204,,1
246,236,214,,1
239,228,209,,1
242,230,213,,1
251,239,223,,1
231,218,202,,0
125,111,101,,0
62,47,42,,0
139,111,100,,0
165,136,121,,0
197,168,145,,0
215,186,155,,0
197,169,132,,0
210,184,147,,0
222,199,162,,0
229,209,177,,0
225,209,180,,0
232,212,178,,0
240,219,183,,0
233,213,179,,0
227,208,175,,0
237,222,191,,0
234,223,193,,0
233,225,197,,0
232,227,199,,1
233,229,202,,1
232,230,201,,1
231,231,201,,1
232,231,201,,1
233,232,202,,1
236,232,205,,1
238,232,208,,1
239,231,208,,1
238,230,209,,1
240,229,209,,1
235,231,210,,1
232,231,211,,1
233,232,212,,1
234,233,213,,1
235,234,214,,1
237,236,216,,1
236,235,215,,1
237,236,216,,1
237,236,216,,1
236,235,216,,1
236,234,219,,1
236,234,219,,1
237,235,220,,1
238,237,219,,1
237,236,218,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
237,235,220,,1
236,234,221,,1
236,234,221,,1
236,234,219,,1
236,234,219,,1
237,236,218,,1
237,236,218,,1
237,236,216,,1
237,236,216,,1
237,236,219,,1
237,235,222,,1
236,234,221,,1
237,235,222,,1
238,236,223,,1
236,234,221,,1
236,234,221,,1
236,234,221,,1
236,234,221,,1
236,234,221,,1
237,236,218,,1
237,236,218,,1
238,235,218,,1
238,235,217,,1
237,232,213,,1
238,233,213,,1
237,230,211,,1
234,227,208,,1
234,227,208,,1
238,230,211,,1
235,228,207,,1
233,225,204,,1
235,224,202,,1
237,227,202,,1
238,226,200,,1
238,227,200,,1
241,227,200,,1
239,230,201,,1
234,230,201,,1
231,227,198,,1
238,232,206,,1
242,235,211,,1
241,233,212,,1
239,227,210,,1
244,231,216,,1
234,220,207,,0
124,109,98,,0
75,60,57,,0
135,108,98,,0
166,137,122,,0
184,154,131,,0
178,148,119,,0
204,174,142,,0
221,193,161,,0
229,204,175,,0
229,207,179,,0
235,213,181,,0
232,210,175,,0
227,208,173,,0
230,212,179,,0
234,220,188,,0
236,225,194,,1
234,226,197,,1
232,227,198,,1
231,227,199,,1
230,228,198,,1
229,228,198,,1
230,229,199,,1
233,230,202,,1
234,230,203,,1
236,230,206,,1
238,231,209,,1
239,231,210,,1
240,231,211,,1
238,232,215,,1
236,234,217,,1
236,235,218,,1
237,235,218,,1
237,235,219,,1
238,236,219,,1
235,233,217,,1
236,235,218,,1
236,234,217,,1
234,232,217,,1
235,233,219,,1
236,234,220,,1
236,234,221,,1
237,235,221,,1
237,235,221,,1
237,235,221,,1
237,235,221,,1
237,235,221,,1
237,234,222,,1
237,233,222,,1
236,234,222,,1
236,234,221,,1
236,234,220,,1
237,235,219,,1
237,235,219,,1
237,236,218,,1
237,236,217,,1
236,235,218,,1
235,233,218,,1
236,234,220,,1
236,234,220,,1
237,235,221,,1
236,234,220,,1
236,234,220,,1
236,234,220,,1
236,234,220,,1
236,234,218,,1
239,235,216,,1
239,235,216,,1
239,235,216,,1
240,235,215,,1
239,233,212,,1
239,231,210,,1
230,223,200,,0
230,221,198,,0
236,227,202,,1
233,222,197,,0
231,222,195,,0
232,223,196,,0
236,226,199,,1
236,228,200,,1
239,231,204,,1
241,233,206,,1
240,232,205,,1
236,230,203,,1
239,235,208,,1
241,237,211,,1
235,229,205,,1
230,224,202,,0
239,231,212,,1
250,240,224,,1
214,202,188,,0
113,100,88,,0
76,63,55,,0
123,96,88,,0
137,108,94,,0
152,121,100,,0
179,147,122,,0
207,175,149,,0
221,191,165,,0
228,199,175,,0
232,207,177,,0
227,206,172,,0
230,210,178,,0
236,219,186,,0
234,219,188,,0
235,224,194,,0
233,226,197,,1
232,227,198,,1
232,228,199,,1
232,230,201,,1
232,230,201,,1
232,229,201,,1
232,228,201,,1
232,228,201,,1
232,226,203,,1
234,228,206,,1
237,229,209,,1
238,230,210,,1
239,233,216,,1
237,234,220,,1
237,234,220,,1
237,234,220,,1
238,235,221,,1
238,235,221,,1
235,233,219,,1
236,233,219,,1
234,232,218,,1
234,231,218,,1
235,233,220,,1
235,233,220,,1
236,234,221,,1
236,234,221,,1
237,235,222,,1
237,235,222,,1
237,235,222,,1
237,235,222,,1
237,234,222,,1
237,233,223,,1
236,234,223,,1
236,234,222,,1
236,234,221,,1
236,233,219,,1
236,234,219,,1
236,234,218,,1
236,234,217,,1
235,232,216,,1
234,231,215,,1
235,233,216,,1
236,235,217,,1
236,234,217,,1
236,235,217,,1
236,235,217,,1
236,235,217,,1
236,235,217,,1
237,234,215,,1
239,234,213,,1
239,234,212,,1
240,233,211,,1
240,233,210,,1
240,231,207,,1
235,226,202,,1
231,221,195,,0
231,220,195,,0
233,222,194,,0
232,220,189,,0
233,222,192,,0
236,226,197,,1
237,229,200,,1
237,230,202,,1
238,232,206,,1
239,234,208,,1
238,233,210,,1
238,233,209,,1
239,234,212,,1
235,230,208,,1
239,232,212,,1
248,241,222,,1
234,226,211,,1
169,161,148,,0
93,83,73,,0
70,60,50,,0
99,77,75,,0
116,89,82,,0
130,102,89,,0
148,118,101,,0
183,150,131,,0
203,172,152,,0
218,187,168,,0
221,195,169,,0
229,207,176,,0
235,215,186,,0
237,220,190,,0
236,221,192,,0
234,224,195,,0
233,226,197,,1
233,228,198,,1
233,229,200,,1
235,231,204,,1
235,231,204,,1
234,230,203,,1
233,228,202,,1
232,227,203,,1
231,225,203,,0
232,226,204,,1
233,227,208,,1
236,230,210,,1
236,230,215,,1
235,231,219,,1
235,231,219,,1
236,231,219,,1
236,231,219,,1
239,235,223,,1
237,232,220,,1
237,232,220,,1
235,231,219,,1
233,230,218,,1
234,232,219,,1
235,233,220,,1
236,234,221,,1
236,234,221,,1
237,235,222,,1
237,235,222,,1
237,235,222,,1
237,235,222,,1
237,234,222,,1
237,233,224,,1
237,233,224,,1
237,233,222,,1
237,233,221,,1
236,232,220,,1
236,232,217,,1
235,232,217,,1
235,231,216,,1
234,230,213,,1
232,229,209,,1
235,232,213,,1
237,234,214,,1
237,233,214,,1
237,234,214,,1
237,234,214,,1
237,234,214,,1
237,234,214,,1
238,233,212,,1
237,231,209,,1
237,231,207,,1
238,230,207,,1
238,231,205,,1
235,225,199,,1
234,224,197,,0
237,226,199,,1
235,223,196,,0
230,219,189,,0
237,225,190,,1
238,227,195,,1
238,228,198,,1
235,228,200,,1
239,233,207,,1
239,234,210,,1
237,234,212,,1
235,233,212,,1
236,234,214,,1
237,231,213,,1
241,236,218,,1
235,227,211,,1
185,178,163,,0
108,100,89,,0
65,57,48,,0
76,68,61,,0
90,70,70,,0
98,74,70,,0
102,75,67,,0
125,98,86,,0
154,127,114,,0
200,174,159,,0
212,187,166,,0
219,197,173,,0
228,207,183,,0
237,219,195,,0
235,221,195,,0
234,224,197,,0
235,228,200,,1
236,231,202,,1
235,231,202,,1
235,229,203,,1
235,229,204,,1
235,229,205,,1
235,229,205,,1
235,229,207,,1
234,229,207,,1
233,228,208,,1
233,228,208,,1
234,229,209,,1
233,227,211,,1
233,227,215,,1
234,228,216,,1
236,230,218,,1
237,231,219,,1
238,232,220,,1
238,232,220,,1
237,231,219,,1
236,230,218,,1
234,231,219,,1
234,232,217,,1
234,232,217,,1
235,233,218,,1
236,234,219,,1
236,234,219,,1
236,234,219,,1
236,234,219,,1
236,234,219,,1
236,234,221,,1
238,231,221,,1
238,232,220,,1
238,232,220,,1
238,232,219,,1
240,234,220,,1
239,233,219,,1
237,231,215,,1
236,230,214,,1
235,230,210,,1
234,229,209,,1
235,230,210,,1
236,231,211,,1
236,231,211,,1
234,229,209,,1
234,229,209,,1
234,229,209,,1
234,229,209,,1
233,228,206,,1
231,225,201,,0
233,227,203,,1
235,229,203,,1
236,229,203,,1
235,228,200,,1
237,228,199,,1
238,229,200,,1
239,228,200,,1
239,228,198,,1
239,230,197,,1
239,230,198,,1
240,231,201,,1
240,233,206,,1
238,232,208,,1
232,227,206,,1
233,229,211,,1
235,232,215,,1
236,233,218,,1
244,236,223,,1
220,212,200,,0
128,120,110,,0
63,56,46,,0
69,62,54,,0
87,72,72,,0
99,80,79,,0
103,84,80,,0
109,93,84,,0
130,114,105,,0
167,145,131,,0
200,176,159,,0
222,200,183,,0
229,210,192,,0
232,216,196,,0
234,222,202,,0
234,226,204,,1
233,227,205,,1
233,228,205,,1
235,228,204,,1
235,227,204,,1
235,227,205,,1
234,228,206,,1
234,228,206,,1
234,229,209,,1
235,230,210,,1
234,231,212,,1
232,229,210,,1
231,226,210,,1
231,225,210,,1
232,226,211,,1
233,227,211,,1
234,228,212,,1
233,227,211,,1
232,226,211,,1
232,226,210,,1
231,225,209,,1
232,227,211,,1
231,230,211,,1
232,231,212,,1
232,231,212,,1
233,231,213,,1
233,231,213,,1
232,231,212,,1
232,231,212,,1
232,231,212,,1
234,230,214,,1
235,229,215,,1
235,229,214,,1
235,229,213,,1
235,229,212,,1
236,230,212,,1
236,230,212,,1
234,229,209,,1
233,228,209,,1
233,228,207,,1
234,229,207,,1
233,228,206,,1
231,226,204,,1
230,225,203,,0
231,226,204,,1
231,226,204,,1
231,226,204,,1
231,226,204,,1
231,226,204,,1
229,226,203,,0
232,228,203,,1
234,230,205,,1
236,231,205,,1
239,232,206,,1
239,232,204,,1
238,230,202,,1
236,229,201,,1
236,228,200,,1
236,230,201,,1
239,232,206,,1
240,234,209,,1
239,233,211,,1
241,236,215,,1
242,237,219,,1
236,230,216,,1
244,238,224,,1
226,218,207,,0
154,145,135,,0
80,71,63,,0
81,72,74,,0
80,72,72,,0
79,73,69,,0
80,76,69,,0
106,87,78,,0
136,111,100,,0
166,143,132,,0
190,169,157,,0
214,198,183,,0
227,214,197,,0
234,224,207,,1
233,226,207,,1
231,226,207,,1
234,227,205,,1
235,226,204,,1
234,226,205,,1
234,226,206,,1
233,226,207,,1
235,230,210,,1
234,231,212,,1
235,232,213,,1
233,231,213,,1
234,230,212,,1
236,229,212,,1
236,229,212,,1
237,230,212,,1
237,230,213,,1
233,226,209,,1
233,226,208,,1
232,225,207,,1
231,224,207,,0
230,226,207,,1
229,228,207,,1
229,229,206,,1
229,228,206,,1
228,228,206,,1
228,228,206,,1
228,228,206,,1
228,228,206,,1
228,228,206,,1
230,226,206,,1
231,224,207,,0
231,224,207,,0
231,224,206,,0
231,224,206,,0
232,225,206,,1
231,225,204,,0
231,225,204,,0
231,225,202,,0
230,224,200,,0
229,223,199,,0
230,224,200,,0
232,226,202,,1
232,226,202,,1
235,229,205,,1
235,229,205,,1
235,229,205,,1
235,229,205,,1
235,230,208,,1
236,235,214,,1
236,235,211,,1
235,233,210,,1
234,232,207,,1
236,233,208,,1
237,232,205,,1
235,229,203,,1
234,228,202,,1
232,228,203,,1
233,229,208,,1
236,232,212,,1
239,234,216,,1
240,234,217,,1
236,229,214,,1
244,237,225,,1
226,218,207,,0
170,161,151,,0
92,82,73,,0
70,69,71,,0
67,67,67,,0
70,72,69,,0
83,67,62,,0
88,64,59,,0
101,78,73,,0
123,101,93,,0
154,136,127,,0
182,168,156,,0
206,195,181,,0
219,210,196,,0
225,217,202,,0
233,224,205,,1
236,225,206,,1
236,225,206,,1
234,226,206,,1
233,226,207,,1
237,232,213,,1
234,231,212,,1
233,232,214,,1
234,233,215,,1
236,232,214,,1
238,231,212,,1
238,231,212,,1
238,231,212,,1
238,231,212,,1
236,229,210,,1
236,229,210,,1
235,228,209,,1
234,227,208,,1
234,230,210,,1
232,232,208,,1
232,232,208,,1
231,231,207,,1
230,230,206,,1
231,231,207,,1
231,231,207,,1
231,231,207,,1
231,231,207,,1
231,228,206,,1
232,226,207,,1
233,226,207,,1
233,226,205,,1
233,227,205,,1
233,227,204,,1
233,227,203,,1
234,228,204,,1
234,228,202,,1
233,227,203,,1
233,227,203,,1
234,228,204,,1
235,229,205,,1
236,230,206,,1
237,231,207,,1
237,231,207,,1
237,231,207,,1
237,231,208,,1
236,232,210,,1
233,234,213,,1
234,234,213,,1
235,234,213,,1
235,234,211,,1
236,234,212,,1
236,234,210,,1
236,233,208,,1
236,232,207,,1
234,231,208,,1
232,230,212,,1
233,231,214,,1
236,234,218,,1
241,237,223,,1
241,233,222,,1
74,73,78,,0
75,74,78,,0
80,80,82,,0
83,76,74,,0
84,76,69,,0
89,78,72,,0
89,76,71,,0
85,70,63,,0
119,102,95,,0
155,136,129,,0
187,167,160,,0
209,189,182,,0
221,200,194,,0
236,216,209,,0
240,221,214,,1
243,229,219,,1
238,228,216,,1
234,228,214,,1
231,230,215,,1
230,233,216,,1
231,235,218,,1
233,234,214,,1
233,229,209,,1
233,229,210,,1
237,232,213,,1
234,230,211,,1
237,230,212,,1
238,229,212,,1
238,229,212,,1
238,229,212,,1
