0,70,223,195,156
1,40,234,215,194
1,41,228,210,192
1,42,237,218,196
1,43,236,219,193
1,44,232,216,186
1,45,231,217,185
1,46,232,219,188
1,47,230,219,191
1,48,236,224,198
1,49,232,223,199
1,50,233,225,202
1,51,237,230,207
1,52,232,225,201
1,53,233,226,202
1,54,234,226,203
1,55,233,226,203
1,56,231,224,200
1,57,233,226,202
1,58,231,222,196
1,59,236,225,196
1,60,232,220,190
1,61,232,219,187
1,62,234,217,184
1,63,226,206,173
1,64,223,204,167
1,65,233,213,175
1,66,232,210,171
1,67,230,209,173
1,68,232,212,177
1,69,229,209,173
1,70,226,204,167
1,71,228,205,166
1,72,225,201,160
1,73,220,192,150
1,74,219,191,149
1,75,214,185,141
1,76,217,184,141
1,77,216,178,137
1,78,213,174,133
1,79,211,172,131
1,80,208,169,129
2,34,215,187,166
2,35,231,206,182
2,36,225,203,176
2,37,220,201,172
2,38,229,212,181
2,39,235,218,187
2,40,233,215,191
2,41,235,218,197
2,42,238,222,198
2,43,234,220,193
2,44,228,216,186
2,45,233,221,191
2,46,231,220,190
2,47,235,224,196
2,48,235,223,197
2,49,233,226,201
2,50,233,228,206
2,51,233,227,205
2,52,232,227,205
2,53,232,226,204
2,54,232,227,205
2,55,232,226,204
2,56,231,225,203
2,57,230,225,203
2,58,229,221,196
2,59,232,223,194
2,60,232,222,193
2,61,235,225,194
2,62,234,222,190
2,63,230,216,182
2,64,231,216,182
2,65,234,215,181
2,66,235,215,180
2,67,234,215,181
2,68,231,214,179
2,69,231,214,178
2,70,233,215,177
2,71,232,212,172
2,72,228,205,164
2,73,225,201,160
2,74,227,202,160
2,75,222,197,153
2,76,226,198,154
2,77,219,189,143
2,78,202,172,126
2,79,206,178,131
2,80,209,181,135
2,81,213,186,140
2,82,213,185,139
2,83,213,184,138
2,84,207,177,131
2,85,207,176,132
2,86,206,173,133
2,87,194,160,122
2,88,176,141,106
2,89,162,126,94
3,32,203,171,150
3,33,223,193,171
3,34,230,203,181
3,35,224,201,175
3,36,231,210,182
3,37,230,212,182
3,38,234,219,186
3,39,235,220,187
3,40,236,219,192
3,41,239,220,196
3,42,238,222,196
3,43,236,223,196
3,44,233,224,195
3,45,235,226,197
3,46,235,226,197
3,47,239,228,200
3,48,241,228,200
3,49,237,227,203
3,50,235,227,204
3,51,236,228,205
3,52,236,228,205
3,53,236,228,205
3,54,236,228,205
3,55,234,226,203
3,56,233,225,202
3,57,232,224,201
3,58,231,222,196
3,59,234,225,196
3,60,233,225,196
3,61,234,226,197
3,62,233,223,193
3,63,234,223,191
3,64,236,221,190
3,65,237,218,186
3,66,237,216,185
3,67,235,215,182
3,68,231,213,176
3,69,230,211,174
3,70,232,212,175
3,71,231,212,172
3,72,238,216,177
3,73,229,207,168
3,74,236,213,172
3,75,233,210,169
3,76,226,201,159
3,77,212,188,142
3,78,208,186,140
3,79,219,199,153
3,80,218,200,153
3,81,219,201,154
3,82,223,204,159
3,83,221,199,156
3,84,221,199,154
3,85,233,206,164
3,86,235,204,165
3,87,223,190,152
3,88,206,172,135
3,89,202,169,132
3,90,193,157,123
3,91,187,151,118
3,92,172,135,103
3,93,144,106,75
4,30,197,171,147
4,31,207,181,158
4,32,224,197,176
4,33,233,207,185
4,34,236,214,190
4,35,242,222,197
4,36,234,218,190
4,37,235,221,192
4,38,236,223,194
4,39,232,221,191
4,40,240,222,194
4,41,243,222,195
4,42,240,223,195
4,43,238,224,197
4,44,237,226,199
4,45,235,225,198
4,46,235,224,197
4,47,234,222,196
4,48,236,220,194
4,49,235,223,198
4,50,236,224,200
4,51,236,224,200
4,52,236,224,200
4,53,236,224,200
4,54,237,225,201
4,55,235,223,199
4,56,234,222,198
4,57,233,221,197
4,58,232,220,195
4,59,235,224,196
4,60,233,224,195
4,61,232,225,196
4,62,231,223,194
4,63,233,223,192
4,64,234,219,190
4,65,235,215,188
4,66,234,211,185
4,67,234,210,178
4,68,229,207,168
4,69,227,205,166
4,70,229,207,168
4,71,228,206,167
4,72,229,209,172
4,73,237,217,180
4,74,237,217,180
4,75,231,211,174
4,76,228,205,166
4,77,225,197,157
4,78,226,203,161
4,79,230,211,168
4,80,220,204,161
4,81,223,208,166
4,82,225,210,170
4,83,221,203,164
4,84,221,201,164
4,85,231,209,172
4,86,231,206,171
4,87,238,210,174
4,88,226,198,161
4,89,220,190,154
4,90,203,172,134
4,91,197,165,127
4,92,211,177,140
4,93,198,163,126
4,94,185,154,116
4,95,176,150,113
4,96,149,124,92
4,97,131,106,82
5,27,168,133,121
5,28,212,177,159
5,29,225,192,167
5,30,231,200,173
5,31,239,214,189
5,32,240,220,196
5,33,242,222,198
5,34,233,215,191
5,35,225,209,184
5,36,234,219,193
5,37,234,222,195
5,38,233,222,194
5,39,231,222,193
5,40,237,218,191
5,41,239,217,190
5,42,236,217,190
5,43,230,216,189
5,44,226,215,188
5,45,227,217,190
5,46,230,219,193
5,47,230,216,190
5,48,233,216,190
5,49,234,219,193
5,50,234,219,194
5,51,232,217,192
5,52,230,215,190
5,53,229,214,189
5,54,231,216,191
5,55,232,216,191
5,56,232,216,191
5,57,232,217,192
5,58,231,217,191
5,59,233,220,193
5,60,230,219,191
5,61,230,221,192
5,62,225,218,189
5,63,228,219,190
5,64,230,216,188
5,65,232,211,186
5,66,234,208,185
5,67,234,208,177
5,68,232,205,165
5,69,227,202,162
5,70,228,204,164
5,71,229,205,167
5,72,227,206,169
5,73,232,212,177
5,74,230,211,177
5,75,228,209,176
5,76,217,192,157
5,77,208,175,137
5,78,227,198,161
5,79,237,213,176
5,80,239,220,183
5,81,235,219,183
5,82,234,216,183
5,83,233,212,182
5,84,233,211,181
5,85,239,215,186
5,86,237,214,182
5,87,235,211,179
5,88,232,208,175
5,89,234,210,173
5,90,223,198,158
5,91,234,205,166
5,92,227,197,158
5,93,213,181,141
5,94,214,183,140
5,95,208,177,134
5,96,176,147,107
5,97,156,127,95
5,98,127,102,77
6,26,175,147,130
6,27,205,178,156
6,28,214,187,161
6,29,223,199,171
6,30,235,211,182
6,31,235,215,186
6,32,233,216,187
6,33,237,220,191
6,34,235,218,189
6,35,237,221,191
6,36,234,219,189
6,37,237,222,191
6,38,236,223,190
6,39,233,220,187
6,40,228,210,176
6,41,230,210,176
6,42,228,211,178
6,43,225,210,179
6,44,225,214,184
6,45,227,216,189
6,46,229,218,192
6,47,232,220,195
6,48,234,222,198
6,49,235,224,201
6,50,234,224,201
6,51,234,223,199
6,52,233,222,198
6,53,232,221,197
6,54,234,224,200
6,55,235,224,200
6,56,235,225,200
6,57,235,225,201
6,58,236,225,201
6,59,237,226,202
6,60,237,226,202
6,61,236,226,201
6,62,234,224,198
6,63,236,224,198
6,64,237,223,196
6,65,237,220,195
6,66,238,218,194
6,67,238,216,188
6,68,228,205,172
6,69,219,196,163
6,70,229,207,174
6,71,234,213,180
6,72,234,213,182
6,73,231,212,181
6,74,231,212,181
6,75,231,213,182
6,76,226,204,173
6,77,221,196,161
6,78,227,201,167
6,79,227,205,171
6,80,229,210,176
6,81,236,217,184
6,82,235,216,184
6,83,238,218,187
6,84,239,220,189
6,85,240,220,189
6,86,237,217,186
6,87,237,218,186
6,88,238,217,185
6,89,231,210,177
6,90,231,210,175
6,91,229,207,172
6,92,228,206,169
6,93,232,208,171
6,94,232,210,170
6,95,217,196,152
6,96,212,187,146
6,97,207,178,142
6,98,188,157,126
6,99,160,130,102
7,23,127,94,84
7,24,156,125,111
7,25,176,149,128
7,26,208,184,158
7,27,223,202,173
7,28,226,208,175
7,29,228,213,182
7,30,231,216,186
7,31,235,219,187
7,32,234,219,185
7,33,236,220,187
7,34,232,216,182
7,35,236,220,186
7,36,234,218,185
7,37,232,216,182
7,38,229,213,179
7,39,227,212,177
7,40,226,211,174
7,41,227,211,173
7,42,225,210,174
7,43,225,211,176
7,44,230,216,185
7,45,231,221,194
7,46,231,222,198
7,47,233,225,203
7,48,233,227,206
7,49,234,227,206
7,50,234,227,206
7,51,234,227,205
7,52,234,227,205
7,53,234,227,205
7,54,236,229,207
7,55,236,229,207
7,56,236,229,207
7,57,236,229,207
